date,datatype,station,attributes,value
"2018-12-06T00:00:00","TAVG","GHCND:ASN00066037","HS","224"
"2018-12-07T00:00:00","TAVG","GHCND:ASN00066037","HS","231"
"2018-12-08T00:00:00","TAVG","GHCND:ASN00066037","HS","232"
"2018-12-09T00:00:00","TAVG","GHCND:ASN00066037","HS","235"
"2018-12-10T00:00:00","TAVG","GHCND:ASN00066037","HS","227"
"2018-12-11T00:00:00","TAVG","GHCND:ASN00066037","HS","208"
"2018-12-12T00:00:00","TAVG","GHCND:ASN00066037","HS","226"
"2018-12-13T00:00:00","TAVG","GHCND:ASN00066037","HS","227"
"2018-12-14T00:00:00","TAVG","GHCND:ASN00066037","HS","221"
"2018-12-15T00:00:00","TAVG","GHCND:ASN00066037","HS","247"
"2018-12-16T00:00:00","TAVG","GHCND:ASN00066037","HS","248"
"2018-12-17T00:00:00","TAVG","GHCND:ASN00066037","HS","241"
"2018-12-18T00:00:00","TAVG","GHCND:ASN00066037","HS","222"
"2018-12-19T00:00:00","TAVG","GHCND:ASN00066037","HS","226"
"2018-12-20T00:00:00","TAVG","GHCND:ASN00066037","HS","241"
"2018-12-21T00:00:00","TAVG","GHCND:ASN00066037","HS","205"
"2018-12-22T00:00:00","TAVG","GHCND:ASN00066037","HS","184"
"2018-12-23T00:00:00","TAVG","GHCND:ASN00066037","HS","197"
"2018-12-24T00:00:00","TAVG","GHCND:ASN00066037","HS","228"
"2018-12-25T00:00:00","TAVG","GHCND:ASN00066037","HS","249"
"2018-12-26T00:00:00","TAVG","GHCND:ASN00066037","HS","255"
"2018-12-27T00:00:00","TAVG","GHCND:ASN00066037","HS","262"
"2018-12-28T00:00:00","TAVG","GHCND:ASN00066037","HS","261"
"2018-12-29T00:00:00","TAVG","GHCND:ASN00066037","HS","256"
"2018-12-30T00:00:00","TAVG","GHCND:ASN00066037","HS","259"
"2018-12-31T00:00:00","TAVG","GHCND:ASN00066037","HS","258"
"2019-01-01T00:00:00","TAVG","GHCND:ASN00066037","HS","262"
"2019-01-02T00:00:00","TAVG","GHCND:ASN00066037","HS","239"
"2019-01-03T00:00:00","TAVG","GHCND:ASN00066037","HS","246"
"2019-01-04T00:00:00","TAVG","GHCND:ASN00066037","HS","271"
"2019-01-05T00:00:00","TAVG","GHCND:ASN00066037","HS","220"
"2019-01-06T00:00:00","TAVG","GHCND:ASN00066037","HS","206"
"2019-01-07T00:00:00","TAVG","GHCND:ASN00066037","HS","218"
"2019-01-08T00:00:00","TAVG","GHCND:ASN00066037","HS","246"
"2019-01-09T00:00:00","TAVG","GHCND:ASN00066037","HS","227"
"2019-01-10T00:00:00","TAVG","GHCND:ASN00066037","HS","209"
"2019-01-11T00:00:00","TAVG","GHCND:ASN00066037","HS","239"
"2019-01-12T00:00:00","TAVG","GHCND:ASN00066037","HS","262"
"2019-01-13T00:00:00","TAVG","GHCND:ASN00066037","HS","228"
"2019-01-14T00:00:00","TAVG","GHCND:ASN00066037","HS","262"
"2019-01-15T00:00:00","TAVG","GHCND:ASN00066037","HS","263"
"2019-01-16T00:00:00","TAVG","GHCND:ASN00066037","HS","263"
"2019-01-17T00:00:00","TAVG","GHCND:ASN00066037","HS","269"
"2019-01-18T00:00:00","TAVG","GHCND:ASN00066037","HS","282"
"2019-01-19T00:00:00","TAVG","GHCND:ASN00066037","HS","223"
"2019-01-20T00:00:00","TAVG","GHCND:ASN00066037","HS","233"
"2019-01-21T00:00:00","TAVG","GHCND:ASN00066037","HS","246"
"2019-01-22T00:00:00","TAVG","GHCND:ASN00066037","HS","269"
"2019-01-23T00:00:00","TAVG","GHCND:ASN00066037","HS","234"
"2019-01-24T00:00:00","TAVG","GHCND:ASN00066037","HS","242"
"2019-01-25T00:00:00","TAVG","GHCND:ASN00066037","HS","277"
"2019-01-26T00:00:00","TAVG","GHCND:ASN00066037","HS","249"
"2019-01-27T00:00:00","TAVG","GHCND:ASN00066037","HS","256"
"2019-01-28T00:00:00","TAVG","GHCND:ASN00066037","HS","251"
"2019-01-29T00:00:00","TAVG","GHCND:ASN00066037","HS","262"
"2019-01-30T00:00:00","TAVG","GHCND:ASN00066037","HS","266"
"2019-01-31T00:00:00","TAVG","GHCND:ASN00066037","HS","262"
"2019-02-01T00:00:00","TAVG","GHCND:ASN00066037","HS","205"
"2019-02-02T00:00:00","TAVG","GHCND:ASN00066037","HS","242"
"2019-02-03T00:00:00","TAVG","GHCND:ASN00066037","HS","264"
"2019-02-04T00:00:00","TAVG","GHCND:ASN00066037","HS","260"
"2019-02-05T00:00:00","TAVG","GHCND:ASN00066037","HS","248"
"2019-02-06T00:00:00","TAVG","GHCND:ASN00066037","HS","267"
"2019-02-07T00:00:00","TAVG","GHCND:ASN00066037","HS","267"
"2019-02-08T00:00:00","TAVG","GHCND:ASN00066037","HS","253"
"2019-02-09T00:00:00","TAVG","GHCND:ASN00066037","HS","249"
"2019-02-10T00:00:00","TAVG","GHCND:ASN00066037","HS","211"
"2019-02-11T00:00:00","TAVG","GHCND:ASN00066037","HS","251"
"2019-02-12T00:00:00","TAVG","GHCND:ASN00066037","HS","286"
"2019-02-13T00:00:00","TAVG","GHCND:ASN00066037","HS","212"
"2019-02-14T00:00:00","TAVG","GHCND:ASN00066037","HS","227"
"2019-02-15T00:00:00","TAVG","GHCND:ASN00066037","HS","233"
"2019-02-16T00:00:00","TAVG","GHCND:ASN00066037","HS","246"
"2019-02-17T00:00:00","TAVG","GHCND:ASN00066037","HS","259"
"2019-02-18T00:00:00","TAVG","GHCND:ASN00066037","HS","264"
"2019-02-19T00:00:00","TAVG","GHCND:ASN00066037","HS","208"
"2019-02-20T00:00:00","TAVG","GHCND:ASN00066037","HS","214"
"2019-02-21T00:00:00","TAVG","GHCND:ASN00066037","HS","207"
"2019-02-22T00:00:00","TAVG","GHCND:ASN00066037","HS","199"
"2019-02-23T00:00:00","TAVG","GHCND:ASN00066037","HS","201"
"2019-02-24T00:00:00","TAVG","GHCND:ASN00066037","HS","219"
"2019-02-25T00:00:00","TAVG","GHCND:ASN00066037","HS","214"
"2019-02-26T00:00:00","TAVG","GHCND:ASN00066037","HS","240"
"2019-02-27T00:00:00","TAVG","GHCND:ASN00066037","HS","229"
"2019-02-28T00:00:00","TAVG","GHCND:ASN00066037","HS","253"
"2019-03-01T00:00:00","TAVG","GHCND:ASN00066037","HS","248"
"2019-03-02T00:00:00","TAVG","GHCND:ASN00066037","HS","247"
"2019-03-03T00:00:00","TAVG","GHCND:ASN00066037","HS","256"
"2019-03-04T00:00:00","TAVG","GHCND:ASN00066037","HS","256"
"2019-03-05T00:00:00","TAVG","GHCND:ASN00066037","HS","256"
"2019-03-06T00:00:00","TAVG","GHCND:ASN00066037","HS","233"
"2019-03-07T00:00:00","TAVG","GHCND:ASN00066037","HS","209"
"2019-03-08T00:00:00","TAVG","GHCND:ASN00066037","HS","243"
"2019-03-09T00:00:00","TAVG","GHCND:ASN00066037","HS","216"
"2019-03-10T00:00:00","TAVG","GHCND:ASN00066037","HS","254"
"2019-03-11T00:00:00","TAVG","GHCND:ASN00066037","HS","245"
"2019-03-12T00:00:00","TAVG","GHCND:ASN00066037","HS","254"
"2019-03-13T00:00:00","TAVG","GHCND:ASN00066037","HS","221"
"2019-03-14T00:00:00","TAVG","GHCND:ASN00066037","HS","219"
"2019-03-15T00:00:00","TAVG","GHCND:ASN00066037","HS","213"
"2019-03-16T00:00:00","TAVG","GHCND:ASN00066037","HS","217"
"2019-03-17T00:00:00","TAVG","GHCND:ASN00066037","HS","191"
"2019-03-18T00:00:00","TAVG","GHCND:ASN00066037","HS","204"
"2019-03-19T00:00:00","TAVG","GHCND:ASN00066037","HS","220"
"2019-03-20T00:00:00","TAVG","GHCND:ASN00066037","HS","221"
"2019-03-21T00:00:00","TAVG","GHCND:ASN00066037","HS","226"
"2019-03-22T00:00:00","TAVG","GHCND:ASN00066037","HS","222"
"2019-03-23T00:00:00","TAVG","GHCND:ASN00066037","HS","241"
"2019-03-24T00:00:00","TAVG","GHCND:ASN00066037","HS","245"
"2019-03-25T00:00:00","TAVG","GHCND:ASN00066037","HS","226"
"2019-03-26T00:00:00","TAVG","GHCND:ASN00066037","HS","206"
"2019-03-27T00:00:00","TAVG","GHCND:ASN00066037","HS","208"
"2019-03-28T00:00:00","TAVG","GHCND:ASN00066037","HS","229"
"2019-03-29T00:00:00","TAVG","GHCND:ASN00066037","HS","233"
"2019-03-30T00:00:00","TAVG","GHCND:ASN00066037","HS","171"
"2019-03-31T00:00:00","TAVG","GHCND:ASN00066037","HS","172"
"2019-04-01T00:00:00","TAVG","GHCND:ASN00066037","HS","192"
"2019-04-02T00:00:00","TAVG","GHCND:ASN00066037","HS","194"
"2019-04-03T00:00:00","TAVG","GHCND:ASN00066037","HS","217"
"2019-04-04T00:00:00","TAVG","GHCND:ASN00066037","HS","200"
"2019-04-05T00:00:00","TAVG","GHCND:ASN00066037","HS","188"
"2019-04-06T00:00:00","TAVG","GHCND:ASN00066037","HS","238"
"2019-04-07T00:00:00","TAVG","GHCND:ASN00066037","HS","227"
"2019-04-08T00:00:00","TAVG","GHCND:ASN00066037","HS","260"
"2019-04-09T00:00:00","TAVG","GHCND:ASN00066037","HS","199"
"2019-04-10T00:00:00","TAVG","GHCND:ASN00066037","HS","160"
"2019-04-11T00:00:00","TAVG","GHCND:ASN00066037","HS","175"
"2019-04-12T00:00:00","TAVG","GHCND:ASN00066037","HS","185"
"2019-04-13T00:00:00","TAVG","GHCND:ASN00066037","HS","207"
"2019-04-14T00:00:00","TAVG","GHCND:ASN00066037","HS","184"
"2019-04-15T00:00:00","TAVG","GHCND:ASN00066037","HS","188"
"2019-04-16T00:00:00","TAVG","GHCND:ASN00066037","HS","196"
"2019-04-17T00:00:00","TAVG","GHCND:ASN00066037","HS","203"
"2019-04-18T00:00:00","TAVG","GHCND:ASN00066037","HS","218"
"2019-04-19T00:00:00","TAVG","GHCND:ASN00066037","HS","202"
"2019-04-20T00:00:00","TAVG","GHCND:ASN00066037","HS","216"
"2019-04-21T00:00:00","TAVG","GHCND:ASN00066037","HS","227"
"2019-04-22T00:00:00","TAVG","GHCND:ASN00066037","HS","224"
"2019-04-23T00:00:00","TAVG","GHCND:ASN00066037","HS","208"
"2019-04-24T00:00:00","TAVG","GHCND:ASN00066037","HS","216"
"2019-04-25T00:00:00","TAVG","GHCND:ASN00066037","HS","212"
"2019-04-26T00:00:00","TAVG","GHCND:ASN00066037","HS","214"
"2019-04-27T00:00:00","TAVG","GHCND:ASN00066037","HS","152"
"2019-04-28T00:00:00","TAVG","GHCND:ASN00066037","HS","169"
"2019-04-29T00:00:00","TAVG","GHCND:ASN00066037","HS","189"
"2019-04-30T00:00:00","TAVG","GHCND:ASN00066037","HS","218"
"2019-05-01T00:00:00","TAVG","GHCND:ASN00066037","HS","217"
"2019-05-02T00:00:00","TAVG","GHCND:ASN00066037","HS","223"
"2019-05-03T00:00:00","TAVG","GHCND:ASN00066037","HS","202"
"2019-05-04T00:00:00","TAVG","GHCND:ASN00066037","HS","168"
"2019-05-05T00:00:00","TAVG","GHCND:ASN00066037","HS","154"
"2019-05-06T00:00:00","TAVG","GHCND:ASN00066037","HS","152"
"2019-05-07T00:00:00","TAVG","GHCND:ASN00066037","HS","176"
"2019-05-08T00:00:00","TAVG","GHCND:ASN00066037","HS","154"
"2019-05-09T00:00:00","TAVG","GHCND:ASN00066037","HS","171"
"2019-05-10T00:00:00","TAVG","GHCND:ASN00066037","HS","145"
"2019-05-11T00:00:00","TAVG","GHCND:ASN00066037","HS","154"
"2019-05-12T00:00:00","TAVG","GHCND:ASN00066037","HS","154"
"2019-05-13T00:00:00","TAVG","GHCND:ASN00066037","HS","183"
"2019-05-14T00:00:00","TAVG","GHCND:ASN00066037","HS","168"
"2019-05-15T00:00:00","TAVG","GHCND:ASN00066037","HS","172"
"2019-05-16T00:00:00","TAVG","GHCND:ASN00066037","HS","175"
"2019-05-17T00:00:00","TAVG","GHCND:ASN00066037","HS","184"
"2019-05-18T00:00:00","TAVG","GHCND:ASN00066037","HS","178"
"2019-05-19T00:00:00","TAVG","GHCND:ASN00066037","HS","181"
"2019-05-20T00:00:00","TAVG","GHCND:ASN00066037","HS","181"
"2019-05-21T00:00:00","TAVG","GHCND:ASN00066037","HS","204"
"2019-05-22T00:00:00","TAVG","GHCND:ASN00066037","HS","186"
"2019-05-23T00:00:00","TAVG","GHCND:ASN00066037","HS","185"
"2019-05-24T00:00:00","TAVG","GHCND:ASN00066037","HS","189"
"2019-05-25T00:00:00","TAVG","GHCND:ASN00066037","HS","198"
"2019-05-26T00:00:00","TAVG","GHCND:ASN00066037","HS","163"
"2019-05-27T00:00:00","TAVG","GHCND:ASN00066037","HS","132"
"2019-05-28T00:00:00","TAVG","GHCND:ASN00066037","HS","152"
"2019-05-29T00:00:00","TAVG","GHCND:ASN00066037","HS","140"
"2019-05-30T00:00:00","TAVG","GHCND:ASN00066037","HS","111"
"2019-05-31T00:00:00","TAVG","GHCND:ASN00066037","HS","143"
"2019-06-01T00:00:00","TAVG","GHCND:ASN00066037","HS","148"
"2019-06-02T00:00:00","TAVG","GHCND:ASN00066037","HS","156"
"2019-06-03T00:00:00","TAVG","GHCND:ASN00066037","HS","124"
"2019-06-04T00:00:00","TAVG","GHCND:ASN00066037","HS","115"
"2019-06-05T00:00:00","TAVG","GHCND:ASN00066037","HS","111"
"2019-06-06T00:00:00","TAVG","GHCND:ASN00066037","HS","142"
"2019-06-07T00:00:00","TAVG","GHCND:ASN00066037","HS","139"
"2019-06-08T00:00:00","TAVG","GHCND:ASN00066037","HS","134"
"2019-06-09T00:00:00","TAVG","GHCND:ASN00066037","HS","164"
"2019-06-10T00:00:00","TAVG","GHCND:ASN00066037","HS","170"
"2019-06-11T00:00:00","TAVG","GHCND:ASN00066037","HS","160"
"2019-06-12T00:00:00","TAVG","GHCND:ASN00066037","HS","188"
"2019-06-13T00:00:00","TAVG","GHCND:ASN00066037","HS","159"
"2019-06-14T00:00:00","TAVG","GHCND:ASN00066037","HS","142"
"2019-06-15T00:00:00","TAVG","GHCND:ASN00066037","HS","148"
"2019-06-16T00:00:00","TAVG","GHCND:ASN00066037","HS","137"
"2019-06-17T00:00:00","TAVG","GHCND:ASN00066037","HS","133"
"2019-06-18T00:00:00","TAVG","GHCND:ASN00066037","HS","139"
"2019-06-19T00:00:00","TAVG","GHCND:ASN00066037","HS","113"
"2019-06-20T00:00:00","TAVG","GHCND:ASN00066037","HS","114"
"2019-06-21T00:00:00","TAVG","GHCND:ASN00066037","HS","107"
"2019-06-22T00:00:00","TAVG","GHCND:ASN00066037","HS","114"
"2019-06-23T00:00:00","TAVG","GHCND:ASN00066037","HS","126"
"2019-06-24T00:00:00","TAVG","GHCND:ASN00066037","HS","141"
"2019-06-25T00:00:00","TAVG","GHCND:ASN00066037","HS","149"
"2019-06-26T00:00:00","TAVG","GHCND:ASN00066037","HS","136"
"2019-06-27T00:00:00","TAVG","GHCND:ASN00066037","HS","142"
"2019-06-28T00:00:00","TAVG","GHCND:ASN00066037","HS","154"
"2019-06-29T00:00:00","TAVG","GHCND:ASN00066037","HS","167"
"2019-06-30T00:00:00","TAVG","GHCND:ASN00066037","HS","127"
"2019-07-01T00:00:00","TAVG","GHCND:ASN00066037","HS","125"
"2019-07-02T00:00:00","TAVG","GHCND:ASN00066037","HS","134"
"2019-07-03T00:00:00","TAVG","GHCND:ASN00066037","HS","163"
"2019-07-04T00:00:00","TAVG","GHCND:ASN00066037","HS","153"
"2019-07-05T00:00:00","TAVG","GHCND:ASN00066037","HS","144"
"2019-07-06T00:00:00","TAVG","GHCND:ASN00066037","HS","148"
"2019-07-07T00:00:00","TAVG","GHCND:ASN00066037","HS","151"
"2019-07-08T00:00:00","TAVG","GHCND:ASN00066037","HS","152"
"2019-07-09T00:00:00","TAVG","GHCND:ASN00066037","HS","126"
"2019-07-10T00:00:00","TAVG","GHCND:ASN00066037","HS","143"
"2019-07-11T00:00:00","TAVG","GHCND:ASN00066037","HS","157"
"2019-07-12T00:00:00","TAVG","GHCND:ASN00066037","HS","167"
"2019-07-13T00:00:00","TAVG","GHCND:ASN00066037","HS","114"
"2019-07-14T00:00:00","TAVG","GHCND:ASN00066037","HS","126"
"2019-07-15T00:00:00","TAVG","GHCND:ASN00066037","HS","131"
"2019-07-16T00:00:00","TAVG","GHCND:ASN00066037","HS","145"
"2019-07-17T00:00:00","TAVG","GHCND:ASN00066037","HS","149"
"2019-07-18T00:00:00","TAVG","GHCND:ASN00066037","HS","127"
"2019-07-19T00:00:00","TAVG","GHCND:ASN00066037","HS","132"
"2019-07-20T00:00:00","TAVG","GHCND:ASN00066037","HS","140"
"2019-07-21T00:00:00","TAVG","GHCND:ASN00066037","HS","167"
"2019-07-22T00:00:00","TAVG","GHCND:ASN00066037","HS","159"
"2019-07-23T00:00:00","TAVG","GHCND:ASN00066037","HS","176"
"2019-07-24T00:00:00","TAVG","GHCND:ASN00066037","HS","137"
"2019-07-25T00:00:00","TAVG","GHCND:ASN00066037","HS","138"
"2019-07-26T00:00:00","TAVG","GHCND:ASN00066037","HS","145"
"2019-07-27T00:00:00","TAVG","GHCND:ASN00066037","HS","138"
"2019-07-28T00:00:00","TAVG","GHCND:ASN00066037","HS","129"
"2019-07-29T00:00:00","TAVG","GHCND:ASN00066037","HS","149"
"2019-07-30T00:00:00","TAVG","GHCND:ASN00066037","HS","122"
"2019-07-31T00:00:00","TAVG","GHCND:ASN00066037","HS","132"
"2019-08-01T00:00:00","TAVG","GHCND:ASN00066037","HS","143"
"2019-08-02T00:00:00","TAVG","GHCND:ASN00066037","HS","132"
"2019-08-03T00:00:00","TAVG","GHCND:ASN00066037","HS","136"
"2019-08-04T00:00:00","TAVG","GHCND:ASN00066037","HS","141"
"2019-08-05T00:00:00","TAVG","GHCND:ASN00066037","HS","144"
"2019-08-06T00:00:00","TAVG","GHCND:ASN00066037","HS","135"
"2019-08-07T00:00:00","TAVG","GHCND:ASN00066037","HS","148"
"2019-08-08T00:00:00","TAVG","GHCND:ASN00066037","HS","161"
"2019-08-09T00:00:00","TAVG","GHCND:ASN00066037","HS","130"
"2019-08-10T00:00:00","TAVG","GHCND:ASN00066037","HS","117"
"2019-08-11T00:00:00","TAVG","GHCND:ASN00066037","HS","117"
"2019-08-12T00:00:00","TAVG","GHCND:ASN00066037","HS","122"
"2019-08-13T00:00:00","TAVG","GHCND:ASN00066037","HS","124"
"2019-08-14T00:00:00","TAVG","GHCND:ASN00066037","HS","128"
"2019-08-15T00:00:00","TAVG","GHCND:ASN00066037","HS","138"
"2019-08-16T00:00:00","TAVG","GHCND:ASN00066037","HS","181"
"2019-08-17T00:00:00","TAVG","GHCND:ASN00066037","HS","137"
"2019-08-18T00:00:00","TAVG","GHCND:ASN00066037","HS","167"
"2019-08-19T00:00:00","TAVG","GHCND:ASN00066037","HS","120"
"2019-08-20T00:00:00","TAVG","GHCND:ASN00066037","HS","148"
"2019-08-21T00:00:00","TAVG","GHCND:ASN00066037","HS","174"
"2019-08-22T00:00:00","TAVG","GHCND:ASN00066037","HS","128"
"2019-08-23T00:00:00","TAVG","GHCND:ASN00066037","HS","132"
"2019-08-24T00:00:00","TAVG","GHCND:ASN00066037","HS","175"
"2019-08-25T00:00:00","TAVG","GHCND:ASN00066037","HS","154"
"2019-08-26T00:00:00","TAVG","GHCND:ASN00066037","HS","142"
"2019-08-27T00:00:00","TAVG","GHCND:ASN00066037","HS","133"
"2019-08-28T00:00:00","TAVG","GHCND:ASN00066037","HS","148"
"2019-08-29T00:00:00","TAVG","GHCND:ASN00066037","HS","129"
"2019-08-30T00:00:00","TAVG","GHCND:ASN00066037","HS","141"
"2019-08-31T00:00:00","TAVG","GHCND:ASN00066037","HS","141"
"2019-09-01T00:00:00","TAVG","GHCND:ASN00066037","HS","166"
"2019-09-02T00:00:00","TAVG","GHCND:ASN00066037","HS","147"
"2019-09-03T00:00:00","TAVG","GHCND:ASN00066037","HS","167"
"2019-09-04T00:00:00","TAVG","GHCND:ASN00066037","HS","208"
"2019-09-05T00:00:00","TAVG","GHCND:ASN00066037","HS","181"
"2019-09-06T00:00:00","TAVG","GHCND:ASN00066037","HS","174"
"2019-09-07T00:00:00","TAVG","GHCND:ASN00066037","HS","150"
"2019-09-08T00:00:00","TAVG","GHCND:ASN00066037","HS","144"
"2019-09-09T00:00:00","TAVG","GHCND:ASN00066037","HS","129"
"2019-09-10T00:00:00","TAVG","GHCND:ASN00066037","HS","131"
"2019-09-11T00:00:00","TAVG","GHCND:ASN00066037","HS","151"
"2019-09-12T00:00:00","TAVG","GHCND:ASN00066037","HS","194"
"2019-09-13T00:00:00","TAVG","GHCND:ASN00066037","HS","161"
"2019-09-14T00:00:00","TAVG","GHCND:ASN00066037","HS","148"
"2019-09-15T00:00:00","TAVG","GHCND:ASN00066037","HS","206"
"2019-09-16T00:00:00","TAVG","GHCND:ASN00066037","HS","158"
"2019-09-17T00:00:00","TAVG","GHCND:ASN00066037","HS","137"
"2019-09-18T00:00:00","TAVG","GHCND:ASN00066037","HS","154"
"2019-09-19T00:00:00","TAVG","GHCND:ASN00066037","HS","187"
"2019-09-20T00:00:00","TAVG","GHCND:ASN00066037","HS","197"
"2019-09-21T00:00:00","TAVG","GHCND:ASN00066037","HS","203"
"2019-09-22T00:00:00","TAVG","GHCND:ASN00066037","HS","176"
"2019-09-23T00:00:00","TAVG","GHCND:ASN00066037","HS","149"
"2019-09-24T00:00:00","TAVG","GHCND:ASN00066037","HS","159"
"2019-09-25T00:00:00","TAVG","GHCND:ASN00066037","HS","168"
"2019-09-26T00:00:00","TAVG","GHCND:ASN00066037","HS","183"
"2019-09-27T00:00:00","TAVG","GHCND:ASN00066037","HS","206"
"2019-09-28T00:00:00","TAVG","GHCND:ASN00066037","HS","156"
"2019-09-29T00:00:00","TAVG","GHCND:ASN00066037","HS","172"
"2019-09-30T00:00:00","TAVG","GHCND:ASN00066037","HS","154"
"2019-10-01T00:00:00","TAVG","GHCND:ASN00066037","HS","170"
"2019-10-02T00:00:00","TAVG","GHCND:ASN00066037","HS","199"
"2019-10-03T00:00:00","TAVG","GHCND:ASN00066037","HS","236"
"2019-10-04T00:00:00","TAVG","GHCND:ASN00066037","HS","198"
"2019-10-05T00:00:00","TAVG","GHCND:ASN00066037","HS","173"
"2019-10-06T00:00:00","TAVG","GHCND:ASN00066037","HS","199"
"2019-10-07T00:00:00","TAVG","GHCND:ASN00066037","HS","191"
"2019-10-08T00:00:00","TAVG","GHCND:ASN00066037","HS","147"
"2019-10-09T00:00:00","TAVG","GHCND:ASN00066037","HS","155"
"2019-10-10T00:00:00","TAVG","GHCND:ASN00066037","HS","159"
"2019-10-11T00:00:00","TAVG","GHCND:ASN00066037","HS","154"
"2019-10-12T00:00:00","TAVG","GHCND:ASN00066037","HS","146"
"2019-10-13T00:00:00","TAVG","GHCND:ASN00066037","HS","158"
"2019-10-14T00:00:00","TAVG","GHCND:ASN00066037","HS","191"
"2019-10-15T00:00:00","TAVG","GHCND:ASN00066037","HS","208"
"2019-10-16T00:00:00","TAVG","GHCND:ASN00066037","HS","204"
"2019-10-17T00:00:00","TAVG","GHCND:ASN00066037","HS","196"
"2019-10-18T00:00:00","TAVG","GHCND:ASN00066037","HS","188"
"2019-10-19T00:00:00","TAVG","GHCND:ASN00066037","HS","198"
"2019-10-20T00:00:00","TAVG","GHCND:ASN00066037","HS","169"
"2019-10-21T00:00:00","TAVG","GHCND:ASN00066037","HS","186"
"2019-10-22T00:00:00","TAVG","GHCND:ASN00066037","HS","204"
"2019-10-23T00:00:00","TAVG","GHCND:ASN00066037","HS","213"
"2019-10-24T00:00:00","TAVG","GHCND:ASN00066037","HS","225"
"2019-10-25T00:00:00","TAVG","GHCND:ASN00066037","HS","288"
"2019-10-26T00:00:00","TAVG","GHCND:ASN00066037","HS","227"
"2019-10-27T00:00:00","TAVG","GHCND:ASN00066037","HS","183"
"2019-10-28T00:00:00","TAVG","GHCND:ASN00066037","HS","183"
"2019-10-29T00:00:00","TAVG","GHCND:ASN00066037","HS","213"
"2019-10-30T00:00:00","TAVG","GHCND:ASN00066037","HS","218"
"2019-10-31T00:00:00","TAVG","GHCND:ASN00066037","HS","222"
"2019-11-01T00:00:00","TAVG","GHCND:ASN00066037","HS","222"
"2019-11-02T00:00:00","TAVG","GHCND:ASN00066037","HS","219"
"2019-11-03T00:00:00","TAVG","GHCND:ASN00066037","HS","218"
"2019-11-04T00:00:00","TAVG","GHCND:ASN00066037","HS","195"
"2019-11-05T00:00:00","TAVG","GHCND:ASN00066037","HS","158"
"2019-11-06T00:00:00","TAVG","GHCND:ASN00066037","HS","242"
"2019-11-07T00:00:00","TAVG","GHCND:ASN00066037","HS","242"
"2019-11-08T00:00:00","TAVG","GHCND:ASN00066037","HS","205"
"2019-11-09T00:00:00","TAVG","GHCND:ASN00066037","HS","169"
"2019-11-10T00:00:00","TAVG","GHCND:ASN00066037","HS","193"
"2019-11-11T00:00:00","TAVG","GHCND:ASN00066037","HS","218"
"2019-11-12T00:00:00","TAVG","GHCND:ASN00066037","HS","238"
"2019-11-13T00:00:00","TAVG","GHCND:ASN00066037","HS","191"
"2019-11-14T00:00:00","TAVG","GHCND:ASN00066037","HS","211"
"2019-11-15T00:00:00","TAVG","GHCND:ASN00066037","HS","242"
"2019-11-16T00:00:00","TAVG","GHCND:ASN00066037","HS","194"
"2019-11-17T00:00:00","TAVG","GHCND:ASN00066037","HS","189"
"2019-11-18T00:00:00","TAVG","GHCND:ASN00066037","HS","219"
"2019-11-19T00:00:00","TAVG","GHCND:ASN00066037","HS","237"
"2019-11-20T00:00:00","TAVG","GHCND:ASN00066037","HS","207"
"2019-11-21T00:00:00","TAVG","GHCND:ASN00066037","HS","233"
"2019-11-22T00:00:00","TAVG","GHCND:ASN00066037","HS","196"
"2019-11-23T00:00:00","TAVG","GHCND:ASN00066037","HS","201"
"2019-11-24T00:00:00","TAVG","GHCND:ASN00066037","HS","206"
"2019-11-25T00:00:00","TAVG","GHCND:ASN00066037","HS","246"
"2019-11-26T00:00:00","TAVG","GHCND:ASN00066037","HS","231"
"2019-11-27T00:00:00","TAVG","GHCND:ASN00066037","HS","196"
"2019-11-28T00:00:00","TAVG","GHCND:ASN00066037","HS","229"
"2019-11-29T00:00:00","TAVG","GHCND:ASN00066037","HS","233"
"2019-11-30T00:00:00","TAVG","GHCND:ASN00066037","HS","195"
"2019-12-01T00:00:00","TAVG","GHCND:ASN00066037","HS","204"
"2019-12-02T00:00:00","TAVG","GHCND:ASN00066037","HS","184"
"2019-12-03T00:00:00","TAVG","GHCND:ASN00066037","HS","232"
"2019-12-04T00:00:00","TAVG","GHCND:ASN00066037","HS","222"
"2019-12-05T00:00:00","TAVG","GHCND:ASN00066037","HS","251"
"2019-12-06T00:00:00","TAVG","GHCND:ASN00066037","HS","221"
"2019-12-07T00:00:00","TAVG","GHCND:ASN00066037","HS","219"
"2019-12-08T00:00:00","TAVG","GHCND:ASN00066037","HS","227"
"2019-12-09T00:00:00","TAVG","GHCND:ASN00066037","HS","232"
"2019-12-10T00:00:00","TAVG","GHCND:ASN00066037","HS","213"
"2019-12-11T00:00:00","TAVG","GHCND:ASN00066037","HS","197"
"2019-12-12T00:00:00","TAVG","GHCND:ASN00066037","HS","199"
"2019-12-13T00:00:00","TAVG","GHCND:ASN00066037","HS","209"
"2019-12-14T00:00:00","TAVG","GHCND:ASN00066037","HS","226"
"2019-12-15T00:00:00","TAVG","GHCND:ASN00066037","HS","237"
"2019-12-16T00:00:00","TAVG","GHCND:ASN00066037","HS","197"
"2019-12-17T00:00:00","TAVG","GHCND:ASN00066037","HS","213"
"2019-12-18T00:00:00","TAVG","GHCND:ASN00066037","HS","239"
